id,target
Id_yipqb1n69v,46918764.11330502
Id_dy0r7l8aj1,43285715.85666857
Id_prvloecsy4,43521574.985282406
Id_e6k4rslst0,43686676.86904492
Id_l1dq1cjbda,43386193.12305787
Id_6rs75kk0un,44530730.23014414
Id_gztqtf2cxl,44570066.21855569
Id_qqhya8q9je,44111473.63714377
Id_2b8ow3025v,44570066.21855569
Id_epxx9yev1z,41924121.53023367
Id_9zsyyu1q15,47084285.643813126
Id_csx2tthgcv,41059583.19297732
Id_com420gqi8,44525927.52682791
Id_c0raqw22qr,44570060.09445516
Id_vf0w3kx654,42720954.64290877
Id_ol4zlpf68e,44092253.284575924
Id_i2v3182dfi,39149320.249466136
Id_z2uwds9eer,42193847.78921502
Id_yh6ehei7et,43931127.71896288
Id_j75948fwxt,40354720.09349637
Id_8jlo07sixp,43121676.371389106
Id_w8hkkb50lp,45568013.41820867
Id_6lu9nlmyj8,43083456.10792156
Id_70eff8coim,42746470.229721695
Id_ql0qjefet6,43991030.83784928
Id_0qct6q3s80,43395201.078749195
Id_e4hx0mxwlg,42743237.682444856
Id_iz692yult4,42082739.32093495
Id_gshhq5p32t,42997641.41917449
Id_rcuo8hhvnv,42210599.93856101
Id_3ndhercb7x,42756736.180978954
Id_7u0sjie5ld,41296605.33481017
Id_9oq9exp9da,43841916.11670137
Id_u0e89dllbj,41700761.407455206
Id_19rzu6qh6h,42952612.30995111
Id_r5jnywxwu4,43092441.505714804
Id_4rqsosa835,46869252.48210741
Id_xh34cgl1xs,43536582.82906851
Id_flkznniz9c,47092761.91627613
Id_pwkd6kl6bk,44335494.593832776
Id_gtwzz85i0t,46848143.21302525
Id_6rqn78252l,42753702.93407378
Id_i1n2dez4ii,39856674.67096424
Id_o21w4laxw8,44291598.15570959
Id_27qzous78s,43436031.11852348
Id_xzmcx4plnj,43858269.74200257
Id_1sd7kozvnc,45570848.77190999
Id_b9q01o8cpi,42116898.552655235
Id_wscag1mu1h,44079885.252142146
Id_q93yvb65fi,45602769.82202697
Id_agdgpbjvwf,42656715.73796195
Id_m1u5orv220,43569616.36765444
Id_1ov5ybd3zu,43407736.42357767
Id_nz9bck07g6,42853882.42462821
Id_oavx1ard2k,43071067.2146881
Id_3uwd7l8fc7,43448429.56506704
Id_pimojk2t8h,40680535.02264123
Id_lj1m2dujgv,41980504.53541959
Id_v3dvxe6twx,42180673.688976794
Id_naeplnc7vg,42812747.993036486
Id_t473qhns7f,44705765.1422096
Id_71dmt0k4ln,40468998.87796104
Id_bu6eahat2l,38947550.19296585
Id_h0unyhdq7r,41925526.54934808
Id_9kg8ih7kwr,40692586.302392274
Id_it6xe6ann0,39200178.76975673
Id_3b26b32o9g,42560260.55376141
Id_eek0kisn4x,42726275.10993224
Id_o7edg3r8gd,40600420.24338704
Id_canqfdd2ao,43763252.62038687
Id_4p2xz11xew,42499044.14798306
Id_qedzi4gjbn,43121962.19504112
Id_0pb80xapfo,46765960.1238824
Id_dqhew2g4to,47904394.3072581
Id_amszk76mof,43166607.283864915
Id_bc20oi9mkc,46805987.378667966
Id_km76sqhz76,45666360.38649689
Id_utqvp0ltce,44920057.870434985
Id_09dw3qvd5u,41982131.700745985
Id_a0balorbad,43726936.45199748
Id_7uq02r2041,42378229.36802809
Id_i55marh5ry,44021099.490759216
Id_7z1htwc0q9,43782409.84681085
Id_dbf5daym47,42207205.74433459
Id_iu1yywdcb5,42199926.10762547
Id_fu6jy6x65c,44477364.61417717
Id_yw02j42hzk,46848987.46382455
Id_1qmbglws7x,44097240.617155015
Id_qnihk6itdb,39678639.37139949
Id_x311k1feym,39440510.87835899
Id_voorzgp152,40505537.347631104
Id_qq6hgw6js8,40311952.68778807
Id_bke7lwtuqw,38603557.66466357
Id_k52oyyiumd,36218697.52827942
Id_f6pnb70eid,38117864.509415634
Id_elz48o7n1d,36350274.547541544
Id_lqc2qozmge,42199126.646453574
Id_rsyi1hqep7,41486048.903388724
Id_77e8mfhvd5,41097437.27719085
Id_l0wmthyph9,42243959.64770762
Id_30cgt31gfg,41832821.02845465
Id_blv23kwiyd,41937404.70629792
Id_zxgpoil019,44783481.73110001
Id_csok5qwurs,43077378.210729495
Id_eztbi7tzni,43699490.71048952
Id_mb2wxcvnxv,44693809.57116856
Id_kvxp1ief4s,43549202.096530996
Id_hmvkp3drca,44931741.79357652
Id_x0m6ekax65,48764888.1347103
Id_zxdkl5ty3o,42344051.50294359
Id_fix7b6yp0w,44862281.78191985
Id_qv0mvpa8iy,43143608.27962509
Id_aj729gtc8s,44103057.71017688
Id_ozc322gbox,40723789.90974316
Id_n40qejqgba,41153166.43428825
Id_vq7q0th2a8,43370809.14965093
Id_qjrrtnxrlg,44795627.15698666
Id_nuysezjpsu,44140556.061651066
Id_vdaw0i88bg,43994253.95649251
Id_62hgh6pt9x,45736556.351438254
Id_9erxptqupx,46521079.42496067
Id_gb1gjupse7,44163988.79817586
Id_rjpaigjprl,42447588.321373224
Id_bqqurl4r3g,43479789.04003799
Id_8m00htm3gi,46533982.540805675
Id_iy6a0am4re,45811848.65575787
Id_o9rtwklj8a,43555518.0845464
Id_onxtxy6ymo,44618166.156009346
Id_udgsadliyz,45112786.5470753
Id_w0rkqljczv,46890017.76158129
Id_ue4aeuy9b1,44741064.287940875
Id_mini449lsy,50369781.353062585
Id_6fjf1cnq3d,45067546.72810128
Id_grbkjmakdb,44017095.672041535
Id_heejwwald0,42658220.78379774
Id_79vm0ursrs,45121962.298109934
Id_3xb1spoeep,44103330.20571706
Id_eqr7qm4ift,45592989.95655153
Id_v3ch0vqi5f,45309896.55924635
Id_pli1x6icsd,43610124.363019265
Id_ffnl5o0hw6,41314277.93509155
Id_z187m4yp72,43768698.40658751
Id_nrq3cwsyzl,42868126.236309856
Id_63tnkewzpp,44104031.0203602
Id_s3hiiyf4u6,41334958.26496826
Id_iqabwxssls,43157545.928797446
Id_y6dv68yxqr,44054446.77620627
Id_0sxg6yxz85,44076586.50392048
Id_di0rri78ye,43632763.308220424
Id_xgmba2xgkn,46292529.004963465
Id_ea0wmyfxrf,44115139.325589985
Id_cv51mdp0b6,43657998.26359265
Id_0nz2eezh1e,44671904.338175714
Id_ahmktcecki,45210312.491028056
Id_mtyscf5f9v,44519127.762948126
Id_qkacfn12zz,44577614.009296134
Id_o9y8liqgxe,44319111.42717163
Id_mg7qu1arwo,46014659.49799247
Id_ttmhvcpghj,45210020.52960249
Id_yl0vju8x6j,44237738.65539433
Id_7xkh5f8x7m,43224752.48037925
Id_ws8o4p5p05,43617740.704766795
Id_gz7krilyuo,43657998.26359265
Id_n4jz0v67ei,43152715.89480689
Id_zdkvk7w4th,43152715.89480689
Id_53syvgqxle,43113104.8734989
Id_70kny68fdb,43216206.17201701
Id_0edo8zq65q,44602191.31959362
Id_5xp17fbe40,44576332.16902386
Id_zfluto0kgs,44644814.099201456
Id_qnbwncp0b3,46251914.39129399
Id_kiiq9hiz99,45485734.24932714
Id_7bim1ecfvo,44246473.1074284
Id_loqlrswp04,43893008.20976299
Id_0l4h3eat5d,45295534.95235135
Id_1ktsh0wwwv,45971059.23185999
Id_rbvot7zyax,53970489.810613066
Id_08ji2trlu8,49100551.80138947
Id_anly7l5edw,49059727.74455711
Id_zzf3ai01t6,49128905.54090731
Id_y2yvyth3dg,47531719.63507785
Id_qg08m0rfi6,42209592.89141919
Id_vaba3oaduu,41604890.910506375
Id_ejh9o5e0vo,42558743.110698566
Id_46yj1sf4ug,42382026.641124204
Id_gn7sfrtpwf,38489100.63084416
Id_qpr6al61rz,36144410.618715376
Id_n77kdzpzvt,36950395.148325205
Id_0gnv5fuhtn,41473707.77656941
Id_tx22yxi28c,44747008.335902095
Id_xdvequsme6,45906193.15273078
Id_ysziyb0wss,49078595.17038255
Id_0ebpyxln21,44038538.18688287
Id_p406g3trwp,43881325.91685845
Id_57x8ydbns2,44206389.62043695
Id_vv9k3qvj1u,44578897.30679644
Id_acvsuqhl50,43640403.99995601
Id_5ity39mz02,42303541.165791154
Id_652cw9tvhf,42027462.10430233
Id_nrlevrdcuj,39482332.4907138
Id_2g5y25gtn4,43104203.53742805
Id_34piqxnujv,44095557.57836779
Id_0d296v94ai,44393167.79877398
Id_9bleedlsgh,42960105.79553722
Id_opm3ovizx0,43230789.551303506
Id_y65og6fl5d,42160948.35152969
Id_lr53lhsns2,42495848.147077575
Id_dj4p1anx16,43380984.35086864
Id_ilhkepdc8w,43610076.70178728
Id_d1jt3otbgg,43288517.538160525
Id_5wqchgfmxh,43427170.366962284
Id_6xcdi0zpsm,43618551.88643016
Id_h840j8w0we,43169265.4439207
Id_4qnrw788eb,44431302.884256214
Id_kzpcgubdlw,42481186.198287115
Id_j5c4dfs40l,40790643.78473346
Id_jo98io63cl,43104152.72407485
Id_5wjhlg1z9c,42792230.471834585
Id_1r6um4kocf,43604130.928000554
Id_4ssbt0x4xi,43736343.98748915
Id_dyjeld3pcl,43737097.62622289
Id_r5olpvfdjw,40370970.37514582
Id_au6xa82i09,42128619.75859602
Id_picjs48lg0,43644147.609044485
Id_a7hw7ce1j1,46424140.18199228
Id_eifr8r58lx,38617409.86873013
Id_szurdujl1h,43259517.30105315
Id_tw61k4xtjk,45634741.144257285
Id_6v6usf5ssc,44073989.96485588
Id_kki37go3hn,44754922.04072544
Id_eo0dg4aaxu,42096016.20490794
Id_yoj35da48r,38557090.271301426
Id_0jrkf6u6d6,41559667.91244
Id_j1cecpexug,42091482.99112086
Id_n024xvo8ar,40352722.7872563
Id_w8jnsb1ds2,41422615.57513497
Id_kf6ayl3u2c,40437174.149402015
Id_jr24wkhzt2,41407490.59531057
Id_lw3jyzme55,36774726.09773818
Id_xff5godjwk,40603537.430099435
Id_hocriga51x,43862746.948795006
Id_kcjkje928t,43884520.8920976
Id_hkv06s6nwo,45027263.009469114
Id_rjqkv1apqg,43684556.0720117
Id_6zxcqirxr7,44855098.62192981
Id_tfs34xfje7,44953290.65997815
Id_cra70qgeqn,43884520.8920976
Id_ynnmozaywy,43937110.63374828
Id_fukssqxxk9,43810024.1592139
Id_4mdisnz54a,43959622.270664886
Id_7u8wrentzi,44689564.8811463
Id_alht2k43o9,42851355.76826134
Id_44dyflfn00,41275188.577646606
Id_8ck6b8f1f2,42503202.03980951
Id_6kaaimbyfu,43843418.91875349
Id_mqleslaa4t,43875704.15674628
Id_gli4prcp88,33354530.83333859
Id_92gehti2zv,14375925.005256161
Id_xuxdxtaxua,43155570.663788885
Id_ejbdzfb0yr,42578007.250792235
Id_xvf39zk7zn,43362463.22394176
Id_jyyqwluye1,41907427.31585326
Id_jxcynm71lc,41462333.046124324
Id_x3f99thrl6,42856834.76973078
Id_1ju9557o43,42716842.896246955
Id_wam4ezdqb0,43551280.16126501
Id_bvr1cdx74l,43058508.50820134
Id_l7aksawmms,42864928.55771467
Id_n8vk3jj6ma,42595400.413696304
Id_j4kv4xyqwl,42835644.66939733
Id_dywf243126,44146656.45438306
Id_murw8awao1,43955019.89535962
Id_r2bqjoiofn,43179124.821068004
Id_hkbs54y4aa,43742635.08519727
Id_vu2z90nn4t,43425091.95204871
Id_01gtp89gj6,44035188.574784294
Id_mapwl4qhr6,45560632.411338724
Id_bmvdobwdw4,44614274.209671736
Id_ocdh4bb81w,43019170.40943293
Id_vm1qnlty24,42128625.63108897
Id_ozsfgh8pf5,44620179.042316146
Id_5m1ki0poyw,43945607.105082184
Id_8uxd8qic0u,43776636.301616
Id_d1te3wllni,43273406.90259224
Id_x8y6kgo0xk,42953747.058937244
Id_9wulw5366x,40801209.773034185
Id_gevjyl6mmv,41291307.987003185
Id_nhwljyukqw,44036356.75500585
Id_ynr9eu74gv,42818988.46609667
Id_53ggyqvpg2,43026350.7633926
Id_xu83gykoz3,42916742.25064791
Id_ki8wmh54mx,41590493.93004501
Id_iut4ue63u8,44027159.98066807
Id_ce3004oqdy,43237847.32201107
Id_9qhzwtiah5,45747655.350285694
Id_0vzw7hlkh5,43315597.65839986
Id_btsdzc37r3,44262801.38343501
Id_xde6j7w6r9,42802677.6979583
Id_hau7dwr1ls,43591307.482957095
Id_zq6jtixoml,43382865.2482844
Id_4cfmm4pzds,42919540.91537303
Id_n2i9x07ykk,43431682.50318497
Id_auuatgs8ua,44245201.3100643
Id_vqwxld11w7,43627425.00308575
Id_hb2xwep6cw,43783494.53906018
Id_i7ggtee3aq,44035444.143184796
Id_jvyrkd7b02,44216131.65136477
Id_3d7sxhw9z5,41222314.869718194
Id_4ycca268mj,44739468.98371361
Id_jg6yviksnc,43469139.01355948
Id_391f3el00f,43553334.8073047
Id_9fk7u0far1,42946135.01705949
Id_ptzbhdrxr9,43624214.857349865
Id_acrn9i3ibi,44115022.30419666
Id_uedcoa5x1j,43933747.572549105
Id_up9b9596lu,44102565.915959194
Id_2afs7vucwz,43887818.815231696
Id_f70qgeepk4,37373685.43170464
Id_3og8t8x15k,41289359.185385525
Id_ar6dmott7c,40540226.39292781
Id_2kpxnawo75,42463840.9977929
Id_nt9p6zix4z,41184756.327649266
Id_ctw1pjkunj,39551077.12474249
Id_ryyawh5h55,40116849.67987495
Id_jedxf00dfk,40011384.424434766
Id_73alwfzg8n,47996167.448279575
Id_5mbgxb5rtj,46156889.19371657
Id_6xaznj3m1b,44783581.831795424
Id_cq45we6bzu,43633276.572938
Id_yi5mibtgcm,43515418.03016434
Id_2z9oec9kcd,43597905.88495122
Id_05spzenm6v,45651810.77341678
Id_29zddfotal,46847690.737320155
Id_rz8fnmj0ak,43107661.63279766
Id_uipqtxer00,41899938.86106324
Id_yucjs9xthf,43647085.557690695
Id_cefxestoqj,44083061.220034964
Id_sq5f5bn4zo,44508245.12589876
Id_hhtthcpeb6,46782536.01405567
Id_9djx8gln51,45928110.80240805
Id_t3t82sol2s,46894228.614978306
Id_18x8r6oped,43041272.307382494
Id_5q19b77l9e,46669058.786282
Id_trskcdzsl7,48531977.14176658
Id_fsp9inv8m1,46116073.58173202
Id_lw9l029t71,47214369.14814922
Id_d6ushwwotv,44528230.737895876
Id_hdccc0rgl3,47639501.28951822
Id_xxu903ppjf,44730188.9145814
Id_ftmspfpsuu,46541143.140872955
Id_jn0ppv9e6k,48072815.44732217
Id_b4u8aufqhb,49034252.05394626
Id_w4qzd3nqdj,47539984.03871169
Id_cput5mcjef,45458973.116545334
Id_mvkbrvz7pl,43938498.76303978
Id_payadcde7r,44816935.78487498
Id_0atjjgd147,44548700.53262432
Id_f9rmta6w96,45377931.05478229
Id_83avb9r4zp,46752307.78825795
Id_qwv3r1du67,44526370.20723329
Id_2724htop3r,44551873.37186372
Id_wwc683kf5g,44798279.80366512
Id_cwz92izry1,44522748.505818516
Id_5mu7j1txz7,50748893.01528947
Id_yp8fpvr4av,44262896.68493074
Id_rcwgppy5mc,43270256.82272893
Id_mp5dzeh69o,43081484.20592517
Id_afjywaf4yq,43019235.90431731
Id_tqn13etyzx,42798692.24093089
Id_x5lo3xl4ck,42952999.58753353
Id_5nvoxcejjo,44902878.95366793
Id_dxaop88iqe,43779934.33281116
Id_dp5b6t4aeg,43039932.90815573
Id_aswqifm6km,43068899.433907665
Id_86yz88bgyj,40896233.76961939
Id_guku8o5t9s,42693255.84959283
Id_cortqyflqc,45033875.984112576
Id_72nmoivxtg,46773208.517577305
Id_0l9w2kh07r,48345388.27449644
Id_u7jtgircwt,47420040.98090539
Id_qh8gt7vrf3,47275892.621934906
Id_h8vbw7e1rp,47223057.888772346
Id_9idfjmnvbh,45561086.36294491
Id_2vdadb316q,44907055.003049925
Id_g38mf5ox4e,62836362.1924384
Id_3u5gx9w1if,64159420.9044974
Id_x5c6n1oy2x,65500293.610994056
Id_p8d3c7bwvc,39318834.870833375
Id_df7ankleqz,43039093.34792745
Id_lseutnpozh,43244359.611747116
Id_s1ycyyovnp,42819843.41691406
Id_kki5oswo6c,43014035.11508387
Id_ya3ncjy30u,42761088.51317364
Id_g4hkze7iz7,44216986.36903528
Id_roja1iduj2,42661915.57184291
Id_4i840rxjg4,42756614.00947797
Id_k0ag05ce1r,42238556.61393123
Id_9m2xwqxwyx,42528298.39544419
Id_wfxvmf3n1k,42135119.27112049
Id_iith7f8omd,41469716.3828377
Id_e20tnuwyq6,41869718.872521594
Id_1dcfu3yuzl,43763417.06881799
Id_fqtgx3mj08,42735392.05476834
Id_e9j2fe72ai,43805283.383255556
Id_v3e91pxgqv,43785465.26730353
Id_5gwfa14672,42841831.416252896
Id_xvjapjhvwf,43674191.739367835
Id_gcmqgn1eyt,41181955.283804305
Id_yc75jb2oa0,42127267.42401548
Id_t0mp0c1kvc,40339790.02646378
Id_eiiqfbqgul,43758656.45043756
Id_z5qf7szx4t,43263859.661432885
Id_yozzhf786p,43075959.015245385
Id_2xdexxtl7c,41890182.97683197
Id_aoybqb4ohy,43329209.05756712
Id_lzjojo3unx,42512983.0131759
Id_vg7v5e5q0i,42152515.635149755
Id_fz01ie1vzj,42819843.41691406
Id_kjhg36y0xj,42631433.51580328
Id_1zcc7i8ej7,42952646.422244914
Id_int3pxc09a,43681445.4385955
Id_lu3kwj9djl,44419197.88603455
Id_s9g4fckzrb,42212874.83479529
Id_u81i19jax2,41863336.174235255
Id_thkxj1kkjn,41229853.6452295
Id_xktow6p70a,41864319.550463796
Id_0jvep64cis,43384435.76679984
Id_gmrmivv30r,43437469.3178391
Id_1izmrojudi,44376135.46690373
Id_zstvzj04hc,43763672.63721849
Id_t2je8nna5x,43878460.5218531
Id_rjkt0twm9r,43763672.63721849
Id_sj1rupephx,42945625.35832878
Id_1y7q6x5vw2,44149877.733441964
Id_d0vfz1omhd,40481305.846807435
Id_xpfo2sxwvr,42557607.70051928
Id_40s78wbet9,42370431.8966243
Id_lb4nescxqv,44258326.455929376
Id_uazg2pvhle,43461058.042505585
Id_glhywbkfgr,47480905.50003555
Id_uavxvrx79c,48678871.527090676
Id_cicv98zpxr,41755120.64550794
Id_rnxwxqhgjh,47132747.34217225
Id_gbwcosxy1w,42646537.66400075
Id_yr2qx0aifv,43029706.099474736
Id_r907zb66ot,44524388.5825921
Id_8g5ce6rmb3,45962508.13744226
Id_wletxmaud4,39915712.83701696
Id_xtoq5pn229,44546380.17736365
Id_2su622ooa2,44756307.191144876
Id_1t6sq4tvif,45044075.68014626
Id_o5bdu2lb85,43514779.21604034
Id_o01jr1sn0z,43251704.49871667
Id_6gmdq8pr0u,43051943.695249796
Id_lvkc4reyem,43342707.849330306
Id_1h71d45jqs,43883571.36000233
Id_k0qplsxlen,43416562.40169206
Id_hk2qqmzgzg,44989441.20765107
Id_ijvluv9sl1,43897376.96189526
Id_cc8hohsk0w,43486692.23801914
Id_z4oygdpfof,44941260.32587504
Id_0gt84kmq3p,43277191.115721636
Id_1dslob9ajg,43310211.309337914
Id_i1yeex4grx,43240033.802189045
Id_zof0r3vbnr,43784739.06505797
Id_rgdzoiqy0y,43682721.61496742
Id_zyz09ogim7,44404802.38958885
Id_8xdib232xs,45578567.8923726
Id_ydd5xq9m31,47076455.55428864
Id_gdpqgwwufl,47760853.012997694
Id_wknza53rl3,44343802.1757265
Id_idhsbn4c9q,43778410.34713448
Id_l6mqntoisp,45397407.47141887
Id_qc8qx7z5s7,44518785.20296927
Id_lvtmyw63cl,44636096.30683447
Id_c0jj1k1g64,44645022.046267465
Id_9nhlzvuapl,46322575.548179865
Id_dz5ke6hyzo,44886015.957690686
Id_lv32aees2o,45187172.475823045
Id_7m1zqgstx8,44379978.11373152
Id_gxzyor04qy,45114526.82301599
Id_6wvl6hhu2d,45446668.90065135
Id_k0mjwwud0w,44657412.12966974
Id_84pg9l1vyz,45043949.22226061
Id_6biff52v5g,44284878.01691691
Id_ijmvdsmmtz,44637197.95663575
Id_2pd7eb4h1z,42912899.808851115
Id_s9hx562c84,44650050.86865537
Id_m45yovfueb,44825433.32501034
Id_w8hqh2e6oa,43540652.692251444
Id_cbnxbo6c5f,43430934.9290665
Id_f1iskwimd6,43725987.66016201
Id_thtxoouqf8,44229382.569406375
Id_xbpuuz4zrn,45578183.112378724
Id_oy2b5wa30g,43830583.386026695
Id_9yqp3rcq22,44792885.13013677
Id_fvqx31koz0,43354144.4790188
Id_hm1wfc56mt,44904898.2994937
Id_i9lnu58g7t,44212937.42365098
Id_gixwxi9fns,44559367.75368195
Id_3mvjd46fo3,44296877.58855552
Id_dta8ocay6v,43556496.84396305
Id_3exk4zsbw8,43138359.814687334
Id_jwjuwutubz,44050459.25659261
Id_mchoyaj011,45681368.53841691
Id_4hkbq9ts0b,46861651.33018342
Id_0cvwq6gmvq,39700781.613776416
Id_n9kzu0g8ty,47807028.36551154
Id_oi7f6osz1e,47774284.9451804
Id_s2i873d7ll,49680182.646219045
Id_81t0huoiu9,48213700.10538213
Id_hgfav1rz94,51884780.417756215
Id_7c7esm66u4,48873037.79033439
Id_5pc6psl2tq,44408197.94700792
Id_qj4n2uv2qk,44450371.4579414
Id_zsop4a2q28,45945736.1554435
Id_lm41cm40in,48961409.97841056
Id_jcl0wye0cx,50787880.081934154
Id_k66970hkud,48126188.79720086
Id_bssfjasji8,48232886.07667762
Id_cewtsgmlst,52449757.27275325
Id_guwv4yxrjy,53502631.89526178
Id_2ljgsfu42t,52020557.13681662
Id_bx5qflv2nv,52875764.36540879
Id_tz0111gi97,50775039.001997754
Id_6zk5ne57wx,52560830.2225368
Id_nlvfc8aks4,51603594.06504719
Id_ugyt2dinld,44047120.83081062
Id_mtuvbp5qwc,48049052.117369
Id_nyx0ev8m9d,48665485.127877586
Id_lhaarzmaze,50886126.19968053
Id_ynemt6y9l8,51185329.759488836
Id_9rd10oay1r,52072471.40872252
Id_ldt8crjp8b,47515563.16631687
Id_of03bp4v0z,49262400.184039496
Id_gtmd1anjbr,52019247.01004098
Id_2byw27an86,52231233.664078966
Id_hjzgoabmyd,51447860.9177786
Id_zh49ifgk7e,51421760.44491596
Id_rlmajwpq9l,51551299.878012225
Id_8czgqhrak1,43174189.90483424
Id_b6ohkm6suh,49519734.68407714
Id_m99vyahuet,49586751.03397007
Id_j7oivznvlp,51220101.31905928
Id_0p384ijqxp,49509779.38223842
Id_teghxfvzuk,51865373.32201137
Id_081ntf3x72,51242529.97126289
Id_ivw1g3r8q3,51314881.56724358
Id_jaxzyxi6xf,50838028.781002335
Id_g6s6abp6th,51321064.57047504
Id_lx1y14i0gn,52084512.23544223
Id_t9786t0b3a,52231233.664078966
Id_73q2nzf248,51250987.674372464
Id_ycy0cfta35,51840220.51230803
Id_5qbwtety65,51673269.24568415
Id_xypeqlgajj,52423435.26881161
Id_gu96j9xdz7,52250027.39852307
Id_wif1t1v7ku,47159268.75801436
Id_cri7840z1e,48077507.855773866
Id_a91itoaepn,48879031.47918114
Id_4lkkh0fbs8,45545553.110686034
Id_ehrvgxq29i,42103476.8933579
Id_5lbblfplfb,38230651.05909876
Id_j7c4f0sxnv,41129654.84407079
Id_xnjkc9l7ys,41593326.21222143
Id_1lvx08w00i,40429788.854854405
Id_heme1uxb6a,42257068.80149256
Id_u1ov2ikqcx,44422764.58703412
Id_yrw2paxq7n,43432531.92138797
Id_836f4qy0fx,41216492.735843
Id_6mcewbtmpl,41287430.05709104
Id_3ph0j0zl3d,41825074.92876004
Id_hpzff8554k,41378604.60283208
Id_q79kkfnjpg,42248099.44959245
Id_5pri5wqpbp,41556695.26849249
Id_vzmpayi2zy,47865464.699910045
Id_1gikoh7l9o,50797311.60114752
Id_2s0brhwova,60833466.27991598
Id_8kkzow7vws,43467405.57992625
Id_j8mzc6sgm9,48492419.00285488
Id_zqjfdorowk,43346655.65698856
Id_uhmni4swx6,41178322.903192095
Id_r48brcye79,40569465.681103155
Id_z1embyflrk,41521438.00937508
Id_lxvex2egx3,41301582.35572913
Id_71gpx7yb9k,42209238.144515246
Id_i7zw1lnm6b,41883538.0823519
Id_qwrusfzhm2,41666587.51980862
Id_cb4ihkurow,42824731.96332801
Id_s5jqmq8gh8,44882923.1367465
Id_wt4q3njgkw,40823833.606498376
Id_jqyhrfi9z6,41566648.8545519
Id_wc6dpsbith,41373762.281279415
Id_yxtjo3vtn4,43386100.55736945
Id_0bvfscg7js,39777399.042019084
Id_6pczrthqud,46457462.59807789
Id_zp36m3fine,52233199.59246143
Id_lddvga2jbl,47833157.886128984
Id_f2px7y3bsp,48142633.502661094
Id_j30nbyapww,47999206.84904067
Id_en74npbdo6,49022945.18877616
Id_12v5q2bzkl,49253264.47690041
Id_hhohs3ikk8,50997872.20442106
Id_bqcripnw3o,56615027.503608495
Id_8ymd1n2aoa,60396540.14795077
Id_yzthlnl662,47896795.836996354
Id_y73knc1y2b,49560730.10362297
Id_avm13zesog,47877496.47371615
Id_hlf0eawjmx,47135437.28537015
Id_bgz2xz4865,43459586.95163804
Id_bdfw6ye6b7,36431409.09159953
Id_190mct1sio,31238066.949319653
Id_ukfdf5iaxa,27206015.43114959
Id_dn1v8inwcs,24484759.69897519
Id_36r0yvljh8,16018752.324682882
Id_1sjnr2ozyq,15306226.831430467
Id_6e9goci8mq,32721976.500330847
Id_f1nej7bamf,89564451.88623762
Id_hvt1y59620,85183621.5676235
Id_eosrhcc5jl,88804329.75983244
Id_y3842k4u0t,80699089.995397
Id_1onyez0pyt,65625203.89118354
Id_hxko6zvk2m,60677423.959955074
Id_ic1qkn0zgs,35328264.16301119
Id_vvz5668cmt,29900988.08450099
Id_84kb89mpec,34865701.954480946
Id_j8fqztyo5p,27892494.037750237
Id_t1l64jdrw6,22183933.448275432
Id_d3ejtnk3ki,17629880.623439282
Id_1g01tti7dv,24609420.45737449
Id_yit215l8ch,29032801.849169347
Id_ppyjtn5w47,32061915.94792153
Id_py15v8cbmc,35139226.81458632
Id_wvsexahklw,22130296.072521247
Id_rbs846mhu4,31048341.728721105
Id_stc44q7jtx,26136699.50089508
Id_2sudjf27es,23827944.108472664
Id_3wunksa4a0,22784361.09888912
Id_ffnm1ey51y,22217708.214459978
Id_3fn2vzeb0a,16282160.007712107
Id_rk40vsl9b0,25140439.37063194
Id_etjtl39d0l,22120524.982500777
Id_4pp0va2yxc,18834200.596713297
Id_lyxlcirrt6,14363467.72205863
Id_7r25ket79i,13555791.861886624
Id_yseonbm104,14590297.159877308
Id_q1tz1o8962,20193232.14518299
Id_7teg27lyaz,14545287.980176233
Id_rcvhxk38bv,13549372.679546058
Id_i1xz4qfh4l,8783071.201791694
Id_qv4390h5hp,6763887.516674328
Id_6ru53byjp0,6626015.802114502
Id_uhuww6uz8m,5097084.885562917
Id_d06vuymbun,7407322.957667267
Id_8v8howiaq9,6176955.048948584
Id_4qx9i1h5z7,5534693.441329834
Id_17335irzas,8304853.239083733
Id_t6wp692d5d,19365033.497439265
Id_obksrsz326,39525055.640937105
Id_wrq793q3qr,24501354.03812985
Id_odzfw61u4n,24823392.151912853
Id_cyu6wc71ha,29885824.923937127
Id_fgs2zu5bms,26531091.92755692
Id_mjf4wc4r4h,35983884.45395111
Id_0effk4ni1i,31667290.059976213
Id_wfh849fz3o,33369675.54486043
Id_eopbu5rc6d,28827915.32613653
Id_qxwpli744i,27515007.523544684
Id_66aw8wnxd1,28439779.253780313
Id_hz1pp741sm,31425101.281989627
Id_91xkvfjbrr,26572688.773371432
Id_8x4uw2gqtv,31127351.897353552
Id_qua56dd4o8,33194424.259421222
Id_2q3a69q064,30159388.14765491
Id_52llrj1j9w,24191520.49031183
Id_5ibv7pu4jq,26461499.31680923
Id_gzo671mqtk,18969841.895264696
Id_ul8r1za15q,20073641.317817807
Id_iebtdxivnt,20369002.678649016
Id_q0qozh03y7,21960145.532284074
Id_pdq9it02rw,20282400.290064923
Id_uq9sau0hl9,30220181.688079484
Id_vqkiy55lv7,32327479.610682786
Id_zc1vmiuaiw,36228626.88196062
Id_u4okvyy0sh,30511008.7550076
Id_vq0or6xwg8,29226305.187724777
